Year,Processing.ID,CageID,Replicate,Population,Site,TransplantTreatment,CageTreatment,SampleLevel,SampleType,Weight-mg,PercentN,PercentC,RatioCN,Note
2023,SCS_H3 POPRC (Plant),SCS_H3,3,SC,YF,South,Herbivore,Cage,POPRC,3.124,1.5,43.6,27.5,
2021,M_SCS_H3,SCS_H3,3,SC,YF,South,Herbivore,Cage,MISC,2.082,2.1,41.2,18.8,
2023,SCS_H3 SORU (Plant),SCS_H3,3,SC,YF,South,Herbivore,Cage,SORU,3.118,2.2,47.6,21.3,
2023,SCS_H3 MISC (Plant),SCS_H3,3,SC,YF,South,Herbivore,Cage,MISC,3.349,2.3,44.9,18.7,
2021,S_SCS_H3,SCS_H3,3,SC,YF,South,Herbivore,Cage,SORU,1.619,2.5,46.6,18.6,
2021,P_SCS_H3,SCS_H3,3,SC,YF,South,Herbivore,Cage,POPRC,2.025,2.7,43.3,15.8,
2021,SCS_H4,SCS_H4,4,SC,YF,South,Herbivore,Cage,SOIL,10.176,0.2,3,10.8,
2023,SCS_H4 SOIL,SCS_H4,4,SC,YF,South,Herbivore,Cage,SOIL,9.991,0.2,3.2,12.1,
2021,L_SCS_H4,SCS_H4,4,SC,YF,South,Herbivore,Cage,LITTER,1.896,0.8,47,53.5,
2023,SCS_H4 LITTER (Plant),SCS_H4,4,SC,YF,South,Herbivore,Cage,LITTER,3.211,0.9,45.6,45.9,
2023,SCS_H4 MISC (Plant),SCS_H4,4,SC,YF,South,Herbivore,Cage,MISC,3.037,1.6,44.1,26.8,
2023,SCS_H4 POPRC (Plant),SCS_H4,4,SC,YF,South,Herbivore,Cage,POPRC,3.474,1.8,43.8,24.2,
2021,P_SCS_H4,SCS_H4,4,SC,YF,South,Herbivore,Cage,POPRC,2.061,2.2,39.6,17.5,
2021,M_SCS_H4,SCS_H4,4,SC,YF,South,Herbivore,Cage,MISC,1.8,2.2,46.3,20.9,
2021,S_SCS_H4,SCS_H4,4,SC,YF,South,Herbivore,Cage,SORU,1.53,2.7,48.3,17.3,
2023,SCS_H5 SOIL,SCS_H5,5,SC,YF,South,Herbivore,Cage,SOIL,9.612,0.2,2.6,11.7,
2021,SCS_H5,SCS_H5,5,SC,YF,South,Herbivore,Cage,SOIL,10.058,0.2,3.2,11.8,
2021,L_SCS_H5,SCS_H5,5,SC,YF,South,Herbivore,Cage,LITTER,1.615,0.8,33.1,39.4,
2023,SCS_H5 MISC (Plant),SCS_H5,5,SC,YF,South,Herbivore,Cage,MISC,3.371,1.5,35.1,23.1,
2023,SCS_H5 SORU (Plant),SCS_H5,5,SC,YF,South,Herbivore,Cage,SORU,3.185,1.9,47.1,23.9,
2021,P_SCS_H5,SCS_H5,5,SC,YF,South,Herbivore,Cage,POPRC,1.736,2.1,43.6,20.1,
2023,SCS_H5 POPRC (Plant),SCS_H5,5,SC,YF,South,Herbivore,Cage,POPRC,3.413,2.2,43.9,19.5,
2021,S_SCS_H5,SCS_H5,5,SC,YF,South,Herbivore,Cage,SORU,1.871,2.3,47.9,20,
2021,M_SCS_H5,SCS_H5,5,SC,YF,South,Herbivore,Cage,MISC,1.58,2.7,50.9,18.2,
2023,SCS_H5 LITTER (Plant),SCS_H5,5,SC,YF,South,Herbivore,Cage,LITTER,3.061,2.8,45.6,15.7,
2021,SCS_H6,SCS_H6,6,SC,YF,South,Herbivore,Cage,SOIL,10.523,0,0.8,11.1,
2023,SCS_H6 SOIL,SCS_H6,6,SC,YF,South,Herbivore,Cage,SOIL,9.884,0.2,3.3,11.7,
2023,SCS_H6 LITTER (Plant),SCS_H6,6,SC,YF,South,Herbivore,Cage,LITTER,3.101,1.2,45.4,36,
2021,L_SCS_H6,SCS_H6,6,SC,YF,South,Herbivore,Cage,LITTER,1.626,1.3,46.8,35.6,
2023,SCS_H6 POPRC (Plant),SCS_H6,6,SC,YF,South,Herbivore,Cage,POPRC,3.051,1.9,42.7,21.8,
2023,SCS_H6 MISC (Plant),SCS_H6,6,SC,YF,South,Herbivore,Cage,MISC,3.103,2,43,21.2,
2023,SCS_H6 SORU (Plant),SCS_H6,6,SC,YF,South,Herbivore,Cage,SORU,3.1,2.2,47.7,21.2,
2021,P_SCS_H6,SCS_H6,6,SC,YF,South,Herbivore,Cage,POPRC,1.73,2.6,44.9,16.8,
2021,S_SCS_H6,SCS_H6,6,SC,YF,South,Herbivore,Cage,SORU,1.81,2.8,47.7,17,
2021,M_SCS_H6,SCS_H6,6,SC,YF,South,Herbivore,Cage,MISC,1.87,3,44.8,14.7,
2021,SCS_H7,SCS_H7,7,SC,YF,South,Herbivore,Cage,SOIL,10.309,0.2,2.3,10.7,
2023,SCS_H7 SOIL,SCS_H7,7,SC,YF,South,Herbivore,Cage,SOIL,9.685,0.2,3.3,11.3,
2023,SCS_H7 LITTER (Plant),SCS_H7,7,SC,YF,South,Herbivore,Cage,LITTER,3.026,1.1,48.3,41.7,
2021,M_SCS_H7,SCS_H7,7,SC,YF,South,Herbivore,Cage,MISC,1.704,1.9,45.9,23,
2023,SCS_H7 POPRC (Plant),SCS_H7,7,SC,YF,South,Herbivore,Cage,POPRC,3.328,1.9,44.7,23.3,
2021,L_SCS_H7,SCS_H7,7,SC,YF,South,Herbivore,Cage,LITTER,1.831,2,46,23,
2023,SCS_H7 SORU (Plant),SCS_H7,7,SC,YF,South,Herbivore,Cage,SORU,3.283,2.2,45.8,20.8,
2021,S_SCS_H7,SCS_H7,7,SC,YF,South,Herbivore,Cage,SORU,1.556,2.5,47.6,18.4,
2021,P_SCS_H7,SCS_H7,7,SC,YF,South,Herbivore,Cage,POPRC,2.097,2.6,39.6,14.7,
2023,SCS_H7 MISC (Plant),SCS_H7,7,SC,YF,South,Herbivore,Cage,MISC,3.191,2.9,44.2,14.9,
2023,SCS_H8 SOIL,SCS_H8,8,SC,YF,South,Herbivore,Cage,SOIL,10.535,0.2,3.6,13.3,
2021,SCS_H8,SCS_H8,8,SC,YF,South,Herbivore,Cage,SOIL,10.17,0.2,3.2,13.5,
2021,L_SCS_H8,SCS_H8,8,SC,YF,South,Herbivore,Cage,LITTER,1.743,0.8,44.6,54.6,
2023,SCS_H8 LITTER (Plant),SCS_H8,8,SC,YF,South,Herbivore,Cage,LITTER,3.161,1.1,44.9,38.4,
2023,SCS_H8 MISC (Plant),SCS_H8,8,SC,YF,South,Herbivore,Cage,MISC,3.349,1.5,42.2,26.9,
2021,P_SCS_H8,SCS_H8,8,SC,YF,South,Herbivore,Cage,POPRC,1.58,2.2,44.2,20.1,
2021,M_SCS_H8,SCS_H8,8,SC,YF,South,Herbivore,Cage,MISC,1.829,2.3,41,17.6,
2023,SCS_H8 POPRC (Plant),SCS_H8,8,SC,YF,South,Herbivore,Cage,POPRC,3.001,2.3,43.9,18.3,
2021,S_SCS_H8,SCS_H8,8,SC,YF,South,Herbivore,Cage,SORU,1.646,2.3,47.1,19.8,
2023,SCS_H8 SORU (Plant),SCS_H8,8,SC,YF,South,Herbivore,Cage,SORU,3.338,2.7,46.8,17.1,
2023,UPH_H1 SOIL,UPH_H1,1,UP,UP,Home,Herbivore,Cage,SOIL,10.382,0.1,2.4,12.3,
2021,UPH_H1,UPH_H1,1,UP,UP,Home,Herbivore,Cage,SOIL,10.057,0.2,2.6,10.9,
2023,UPH_H1 LITTER (Plant),UPH_H1,1,UP,UP,Home,Herbivore,Cage,LITTER,3.301,1,42.7,42.2,
2021,L_UPH_H1,UPH_H1,1,UP,UP,Home,Herbivore,Cage,LITTER,2.049,1.1,44.1,39.7,
2021,S_UPH_H1,UPH_H1,1,UP,UP,Home,Herbivore,Cage,SORU,1.544,1.8,46.9,25.4,
2023,UPH_H1 MISC (Plant),UPH_H1,1,UP,UP,Home,Herbivore,Cage,MISC,3.149,2.1,43.5,19.8,
2023,UPH_H1 POPRC (Plant),UPH_H1,1,UP,UP,Home,Herbivore,Cage,POPRC,3.242,2.2,42.9,19.1,
2021,P_UPH_H1,UPH_H1,1,UP,UP,Home,Herbivore,Cage,POPRC,1.973,2.5,44.5,17.2,
2021,M_UPH_H1,UPH_H1,1,UP,UP,Home,Herbivore,Cage,MISC,1.741,2.9,42.8,14.7,
2021,UPH_H2,UPH_H2,2,UP,UP,Home,Herbivore,Cage,SOIL,10.538,0.2,2.7,12.6,
2023,UPH_H2 SOIL,UPH_H2,2,UP,UP,Home,Herbivore,Cage,SOIL,10.508,0.2,3.1,12.6,
2023,UPH_H2 LITTER (Plant),UPH_H2,2,UP,UP,Home,Herbivore,Cage,LITTER,3.107,0.9,41.5,45.2,
2021,L_UPH_H2,UPH_H2,2,UP,UP,Home,Herbivore,Cage,LITTER,1.723,1,43.8,42.7,
2023,UPH_H2 POPRC (Plant),UPH_H2,2,UP,UP,Home,Herbivore,Cage,POPRC,2.997,1.4,41,27.6,
2023,UPH_H2 MISC (Plant),UPH_H2,2,UP,UP,Home,Herbivore,Cage,MISC,3.289,1.7,46,26,
2021,M_UPH_H2,UPH_H2,2,UP,UP,Home,Herbivore,Cage,MISC,1.858,2.1,37.7,17.9,
2021,S_UPH_H2,UPH_H2,2,UP,UP,Home,Herbivore,Cage,SORU,1.507,2.1,47.7,22,
2023,UPH_H2 SORU (Plant),UPH_H2,2,UP,UP,Home,Herbivore,Cage,SORU,3.108,2.5,45,17.7,
2021,P_UPH_H2,UPH_H2,2,UP,UP,Home,Herbivore,Cage,POPRC,2.019,3.6,46.2,12.5,
2023,UPH_H3 SOIL,UPH_H3,3,UP,UP,Home,Herbivore,Cage,SOIL,10.814,0.1,2.2,11.4,
2021,UPH_H3,UPH_H3,3,UP,UP,Home,Herbivore,Cage,SOIL,10.576,0.2,2.5,12.3,
2021,L_UPH_H3,UPH_H3,3,UP,UP,Home,Herbivore,Cage,LITTER,1.65,0.8,42.2,48.8,
2023,UPH_H3 LITTER (Plant),UPH_H3,3,UP,UP,Home,Herbivore,Cage,LITTER,3.461,1,45,42.4,
2023,UPH_H3 POPRC (Plant),UPH_H3,3,UP,UP,Home,Herbivore,Cage,POPRC,3.189,1.1,43.5,37.7,
2021,M_UPH_H3,UPH_H3,3,UP,UP,Home,Herbivore,Cage,MISC,1.943,1.7,45.7,26.2,
2023,UPH_H3 MISC (Plant),UPH_H3,3,UP,UP,Home,Herbivore,Cage,MISC,3.066,1.9,44.5,23.4,
2021,S_UPH_H3,UPH_H3,3,UP,UP,Home,Herbivore,Cage,SORU,1.615,2.3,44.9,19,
2021,P_UPH_H3,UPH_H3,3,UP,UP,Home,Herbivore,Cage,POPRC,1.741,2.4,43,17.2,
2023,UPH_H3 SORU (Plant),UPH_H3,3,UP,UP,Home,Herbivore,Cage,SORU,3.151,2.4,44.5,18.5,
2021,UPH_H4,UPH_H4,4,UP,UP,Home,Herbivore,Cage,SOIL,10.204,0.1,2.3,12,
2023,UPH_H4 SOIL,UPH_H4,4,UP,UP,Home,Herbivore,Cage,SOIL,10.221,0.2,3.2,11.6,
2021,L_UPH_H4,UPH_H4,4,UP,UP,Home,Herbivore,Cage,LITTER,1.617,0.9,42.2,44.9,
2023,UPH_H4 LITTER (Plant),UPH_H4,4,UP,UP,Home,Herbivore,Cage,LITTER,3.019,0.9,43.3,46.6,
2023,UPH_H4 POPRC (Plant),UPH_H4,4,UP,UP,Home,Herbivore,Cage,POPRC,3.093,1.3,44.3,32.5,
2023,UPH_H4 MISC (Plant),UPH_H4,4,UP,UP,Home,Herbivore,Cage,MISC,3.155,1.5,46.1,28.9,
2021,P_UPH_H4,UPH_H4,4,UP,UP,Home,Herbivore,Cage,POPRC,1.778,1.8,39.6,21.5,
2021,M_UPH_H4,UPH_H4,4,UP,UP,Home,Herbivore,Cage,MISC,1.985,2.1,44.9,20.8,
2023,UPH_H4 SORU (Plant),UPH_H4,4,UP,UP,Home,Herbivore,Cage,SORU,3.671,2.5,46.7,18.2,
2021,NA,UPH_H4,4,UP,UP,Home,Herbivore,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,UPH_H5,UPH_H5,5,UP,UP,Home,Herbivore,Cage,SOIL,10.088,0.2,3.1,11.8,
2023,UPH_H5 SOIL,UPH_H5,5,UP,UP,Home,Herbivore,Cage,SOIL,10.496,0.3,3.9,11.8,
2023,UPH_H5 POPRC (Plant),UPH_H5,5,UP,UP,Home,Herbivore,Cage,POPRC,3.06,0.6,41.7,60.7,
2021,L_UPH_H5,UPH_H5,5,UP,UP,Home,Herbivore,Cage,LITTER,1.723,0.6,45.3,74.3,
2023,UPH_H5 LITTER (Plant),UPH_H5,5,UP,UP,Home,Herbivore,Cage,LITTER,3.155,1.3,43.9,32.2,
2023,UPH_H5 MISC (Plant),UPH_H5,5,UP,UP,Home,Herbivore,Cage,MISC,3.131,1.4,44.1,30,
2021,M_UPH_H5,UPH_H5,5,UP,UP,Home,Herbivore,Cage,MISC,2.007,2.1,43.4,20.6,
2023,UPH_H5 SORU (Plant),UPH_H5,5,UP,UP,Home,Herbivore,Cage,SORU,3.053,2.4,45.9,19,
2021,S_UPH_H5,UPH_H5,5,UP,UP,Home,Herbivore,Cage,SORU,1.525,2.5,48.6,18.9,
2021,P_UPH_H5,UPH_H5,5,UP,UP,Home,Herbivore,Cage,POPRC,1.917,3.1,44.8,14.3,
2021,UPH_H6,UPH_H6,6,UP,UP,Home,Herbivore,Cage,SOIL,10.685,0.1,2.3,12.1,
2023,UPH_H6 SOIL,UPH_H6,6,UP,UP,Home,Herbivore,Cage,SOIL,10.799,0.2,2.4,11.7,
2021,L_UPH_H6,UPH_H6,6,UP,UP,Home,Herbivore,Cage,LITTER,1.87,1.1,44.4,39.3,
2023,UPH_H6 LITTER (Plant),UPH_H6,6,UP,UP,Home,Herbivore,Cage,LITTER,3.025,1.2,42.9,34.4,
2021,P_UPH_H6,UPH_H6,6,UP,UP,Home,Herbivore,Cage,POPRC,2.004,1.7,43.5,24.8,
2023,UPH_H6 POPRC (Plant),UPH_H6,6,UP,UP,Home,Herbivore,Cage,POPRC,3.431,2,42.2,20.8,
2023,UPH_H6 SORU (Plant),UPH_H6,6,UP,UP,Home,Herbivore,Cage,SORU,3.27,2,45.3,21.7,
2023,UPH_H6 MISC (Plant),UPH_H6,6,UP,UP,Home,Herbivore,Cage,MISC,3.14,2.2,42.2,18.8,
2021,M_UPH_H6,UPH_H6,6,UP,UP,Home,Herbivore,Cage,MISC,1.953,2.6,44.3,16.5,
2021,S_UPH_H6,UPH_H6,6,UP,UP,Home,Herbivore,Cage,SORU,1.745,2.6,46.8,17.5,
2021,UPH_H7,UPH_H7,7,UP,UP,Home,Herbivore,Cage,SOIL,10.887,0.2,3.1,12.6,
2021,L_UPH_H7,UPH_H7,7,UP,UP,Home,Herbivore,Cage,LITTER,1.839,0.5,46.9,84.6,
2021,P_UPH_H7,UPH_H7,7,UP,UP,Home,Herbivore,Cage,POPRC,1.583,1.9,44.2,22.4,
2021,S_UPH_H7,UPH_H7,7,UP,UP,Home,Herbivore,Cage,SORU,1.543,2.2,46.4,20.9,
2021,M_UPH_H7,UPH_H7,7,UP,UP,Home,Herbivore,Cage,MISC,1.515,3.3,45.9,13.6,
2021,UPH_H8,UPH_H8,8,UP,UP,Home,Herbivore,Cage,SOIL,10.456,0.2,2.6,11.9,
2023,UPH_H8 SOIL,UPH_H8,8,UP,UP,Home,Herbivore,Cage,SOIL,10.225,0.2,2.4,12,
2021,L_UPH_H8,UPH_H8,8,UP,UP,Home,Herbivore,Cage,LITTER,1.506,1,43.1,41.3,
2023,UPH_H8 LITTER (Plant),UPH_H8,8,UP,UP,Home,Herbivore,Cage,LITTER,3.119,1.1,40,33.4,
2021,P_UPH_H8,UPH_H8,8,UP,UP,Home,Herbivore,Cage,POPRC,1.753,1.1,39.6,34.9,
2023,UPH_H8 MISC (Plant),UPH_H8,8,UP,UP,Home,Herbivore,Cage,MISC,3.175,1.1,44.7,38.3,
2023,UPH_H8 POPRC (Plant),UPH_H8,8,UP,UP,Home,Herbivore,Cage,POPRC,3.337,1.5,41.3,25.9,
2021,M_UPH_H8,UPH_H8,8,UP,UP,Home,Herbivore,Cage,MISC,1.601,1.5,43,27.6,
2021,S_UPH_H8,UPH_H8,8,UP,UP,Home,Herbivore,Cage,SORU,1.58,2.4,48.8,19.8,
2023,UPH_H8 SORU (Plant),UPH_H8,8,UP,UP,Home,Herbivore,Cage,SORU,3.112,2.7,47.6,17,
2023,UPH_V1 SOIL,UPH_V1,1,UP,UP,Home,Vegetation,Cage,SOIL,10.263,0.2,2.7,11.8,
2021,UPH_V1,UPH_V1,1,UP,UP,Home,Vegetation,Cage,SOIL,10.359,0.2,2.4,11.9,
2023,UPH_V1 LITTER (Plant),UPH_V1,1,UP,UP,Home,Vegetation,Cage,LITTER,3.082,1,45.7,45.2,
2021,L_UPH_V1,UPH_V1,1,UP,UP,Home,Vegetation,Cage,LITTER,2.003,1.3,44.6,32,
2021,P_UPH_V1,UPH_V1,1,UP,UP,Home,Vegetation,Cage,POPRC,1.69,1.3,43.1,32.4,
2023,UPH_V1 MISC (Plant),UPH_V1,1,UP,UP,Home,Vegetation,Cage,MISC,3.218,1.6,44.9,27.2,
2023,UPH_V1 POPRC (Plant),UPH_V1,1,UP,UP,Home,Vegetation,Cage,POPRC,3.19,1.9,43.1,21.6,
2021,S_UPH_V1,UPH_V1,1,UP,UP,Home,Vegetation,Cage,SORU,1.552,2.1,48.2,22.5,
2023,UPH_V1 SORU (Plant),UPH_V1,1,UP,UP,Home,Vegetation,Cage,SORU,3.097,2.3,45.9,19.4,
2021,M_UPH_V1,UPH_V1,1,UP,UP,Home,Vegetation,Cage,MISC,1.79,2.8,46.6,16.1,
2021,UPH_V2,UPH_V2,2,UP,UP,Home,Vegetation,Cage,SOIL,10.418,0.2,2.5,11.3,
2023,UPH_V2 SOIL,UPH_V2,2,UP,UP,Home,Vegetation,Cage,SOIL,10.165,0.2,3,11.8,
2021,L_UPH_V2,UPH_V2,2,UP,UP,Home,Vegetation,Cage,LITTER,1.855,0.8,45,52.5,
2023,UPH_V2 LITTER (Plant),UPH_V2,2,UP,UP,Home,Vegetation,Cage,LITTER,3.183,1.4,43.3,30.6,
2021,M_UPH_V2,UPH_V2,2,UP,UP,Home,Vegetation,Cage,MISC,1.94,1.5,42.9,27.3,
2023,UPH_V2 MISC (Plant),UPH_V2,2,UP,UP,Home,Vegetation,Cage,MISC,3.065,1.6,43.2,25.8,
2023,UPH_V2 POPRC (Plant),UPH_V2,2,UP,UP,Home,Vegetation,Cage,POPRC,3.094,1.7,43.1,25,
2021,P_UPH_V2,UPH_V2,2,UP,UP,Home,Vegetation,Cage,POPRC,1.791,2.1,44.1,20.7,
2023,UPH_V2 SORU (Plant),UPH_V2,2,UP,UP,Home,Vegetation,Cage,SORU,3.039,2.5,45,17.8,
2021,NA,UPH_V2,2,UP,UP,Home,Vegetation,Cage,SORU,NA,NA,NA,NA,Defoliated
2023,UPH_V3 SOIL,UPH_V3,3,UP,UP,Home,Vegetation,Cage,SOIL,10.21,0.1,2.3,11.6,
2021,UPH_V3,UPH_V3,3,UP,UP,Home,Vegetation,Cage,SOIL,10.668,0.2,2.6,11.6,
2023,UPH_V3 LITTER (Plant),UPH_V3,3,UP,UP,Home,Vegetation,Cage,LITTER,3.028,1,43.4,42.5,
2021,L_UPH_V3,UPH_V3,3,UP,UP,Home,Vegetation,Cage,LITTER,1.885,1.3,43.9,31.9,
2023,UPH_V3 MISC (Plant),UPH_V3,3,UP,UP,Home,Vegetation,Cage,MISC,3.097,1.5,45.5,29.3,
2023,UPH_V3 POPRC (Plant),UPH_V3,3,UP,UP,Home,Vegetation,Cage,POPRC,3.194,1.7,43.5,25.5,
2021,M_UPH_V3,UPH_V3,3,UP,UP,Home,Vegetation,Cage,MISC,1.83,2.3,47.7,20.4,
2021,P_UPH_V3,UPH_V3,3,UP,UP,Home,Vegetation,Cage,POPRC,1.653,2.4,44.3,17.7,
2023,UPH_V3 SORU (Plant),UPH_V3,3,UP,UP,Home,Vegetation,Cage,SORU,3.221,2.8,46.5,16.3,
2021,NA,UPH_V3,3,UP,UP,Home,Vegetation,Cage,SORU,NA,NA,NA,NA,Defoliated
2021,UPH_V4,UPH_V4,4,UP,UP,Home,Vegetation,Cage,SOIL,10.081,0.1,1.9,13,
2023,UPH_V4 SOIL,UPH_V4,4,UP,UP,Home,Vegetation,Cage,SOIL,10.349,0.2,3,12,
2021,L_UPH_V4,UPH_V4,4,UP,UP,Home,Vegetation,Cage,LITTER,1.891,0.9,42.3,42.5,
2023,UPH_V4 POPRC (Plant),UPH_V4,4,UP,UP,Home,Vegetation,Cage,POPRC,3.211,1,43.3,42.7,
2023,UPH_V4 LITTER (Plant),UPH_V4,4,UP,UP,Home,Vegetation,Cage,LITTER,3.023,1.2,44.4,36.6,
2021,P_UPH_V4,UPH_V4,4,UP,UP,Home,Vegetation,Cage,POPRC,1.961,1.5,44,28.2,
2021,S_UPH_V4,UPH_V4,4,UP,UP,Home,Vegetation,Cage,SORU,1.93,1.8,47.5,25,
2023,UPH_V4 MISC (Plant),UPH_V4,4,UP,UP,Home,Vegetation,Cage,MISC,3.148,1.9,46.2,23.9,
2023,UPH_V4 SORU (Plant),UPH_V4,4,UP,UP,Home,Vegetation,Cage,SORU,3.065,2.1,46.1,21.6,
2021,M_UPH_V4,UPH_V4,4,UP,UP,Home,Vegetation,Cage,MISC,1.591,2.6,47.1,18,
2023,UPH_V5 SOIL,UPH_V5,5,UP,UP,Home,Vegetation,Cage,SOIL,10.534,0.2,2.8,11.6,
2021,UPH_V5,UPH_V5,5,UP,UP,Home,Vegetation,Cage,SOIL,10.606,0.2,3,11.8,
2021,L_UPH_V5,UPH_V5,5,UP,UP,Home,Vegetation,Cage,LITTER,1.631,0.8,44.4,52.1,
2023,UPH_V5 LITTER (Plant),UPH_V5,5,UP,UP,Home,Vegetation,Cage,LITTER,3.084,1.2,43.6,35.8,
2021,P_UPH_V5,UPH_V5,5,UP,UP,Home,Vegetation,Cage,POPRC,1.685,2.1,45.7,21.4,
2023,UPH_V5 POPRC (Plant),UPH_V5,5,UP,UP,Home,Vegetation,Cage,POPRC,3.134,2.4,44.4,18.1,
2023,UPH_V5 SORU (Plant),UPH_V5,5,UP,UP,Home,Vegetation,Cage,SORU,3.152,2.6,46.1,17.7,
2023,UPH_V5 MISC (Plant),UPH_V5,5,UP,UP,Home,Vegetation,Cage,MISC,3.276,2.9,47.5,16.3,
2021,M_UPH_V5,UPH_V5,5,UP,UP,Home,Vegetation,Cage,MISC,1.985,3,47.7,15.4,
2021,NA,UPH_V5,5,UP,UP,Home,Vegetation,Cage,SORU,NA,NA,NA,NA,Defoliated
2023,UPH_V6 SOIL,UPH_V6,6,UP,UP,Home,Vegetation,Cage,SOIL,10.779,0.2,2.7,11.7,
2021,UPH_V6,UPH_V6,6,UP,UP,Home,Vegetation,Cage,SOIL,10.627,0.2,2.7,12.2,
2021,L_UPH_V6,UPH_V6,6,UP,UP,Home,Vegetation,Cage,LITTER,1.931,0.4,45.7,92.5,
2023,UPH_V6 LITTER (Plant),UPH_V6,6,UP,UP,Home,Vegetation,Cage,LITTER,3.015,1,46.1,43.4,
2023,UPH_V6 POPRC (Plant),UPH_V6,6,UP,UP,Home,Vegetation,Cage,POPRC,3.076,1.3,43.3,32.4,
2023,UPH_V6 MISC (Plant),UPH_V6,6,UP,UP,Home,Vegetation,Cage,MISC,3.385,1.4,43.6,30.1,
2021,P_UPH_V6,UPH_V6,6,UP,UP,Home,Vegetation,Cage,POPRC,1.56,1.5,39.6,26.3,
2021,M_UPH_V6,UPH_V6,6,UP,UP,Home,Vegetation,Cage,MISC,1.815,2.2,48.5,22,
2023,UPH_V6 SORU (Plant),UPH_V6,6,UP,UP,Home,Vegetation,Cage,SORU,3.133,2.4,47,18.8,
2021,S_UPH_V6,UPH_V6,6,UP,UP,Home,Vegetation,Cage,SORU,1.532,2.4,47.9,19.7,
2023,UPH_V7 SOIL,UPH_V7,7,UP,UP,Home,Vegetation,Cage,SOIL,9.963,0.2,3.5,12.3,
2021,UPH_V7,UPH_V7,7,UP,UP,Home,Vegetation,Cage,SOIL,10.738,0.2,2.5,12.7,
2021,L_UPH_V7,UPH_V7,7,UP,UP,Home,Vegetation,Cage,LITTER,1.541,0.7,46.1,58.8,
2023,UPH_V7 LITTER (Plant),UPH_V7,7,UP,UP,Home,Vegetation,Cage,LITTER,3.104,1,43.9,40,
2023,UPH_V7 MISC (Plant),UPH_V7,7,UP,UP,Home,Vegetation,Cage,MISC,3.115,1.2,44.1,34.1,
2021,M_UPH_V7,UPH_V7,7,UP,UP,Home,Vegetation,Cage,MISC,1.956,1.8,45,24.7,
2021,S_UPH_V7,UPH_V7,7,UP,UP,Home,Vegetation,Cage,SORU,1.806,1.9,48.7,25.5,
2023,UPH_V7 SORU (Plant),UPH_V7,7,UP,UP,Home,Vegetation,Cage,SORU,3.063,2.2,45.6,20.6,
2021,P_UPH_V7,UPH_V7,7,UP,UP,Home,Vegetation,Cage,POPRC,1.604,2.3,44,18.5,
2023,UPH_V7 POPRC (Plant),UPH_V7,7,UP,UP,Home,Vegetation,Cage,POPRC,3.171,2.7,42.8,15.6,
2023,UPH_V8 SOIL,UPH_V8,8,UP,UP,Home,Vegetation,Cage,SOIL,9.844,0.2,2.4,11.9,
2021,UPH_V8,UPH_V8,8,UP,UP,Home,Vegetation,Cage,SOIL,10.775,0.2,2.6,12.7,
2023,UPH_V8 LITTER (Plant),UPH_V8,8,UP,UP,Home,Vegetation,Cage,LITTER,3.335,0.9,36.4,40.3,
2021,L_UPH_V8,UPH_V8,8,UP,UP,Home,Vegetation,Cage,LITTER,1.579,1,44.2,40.8,
2023,UPH_V8 MISC (Plant),UPH_V8,8,UP,UP,Home,Vegetation,Cage,MISC,3.192,1.3,45.2,33.9,
2023,UPH_V8 POPRC (Plant),UPH_V8,8,UP,UP,Home,Vegetation,Cage,POPRC,3.365,1.5,39.3,24.8,
2021,P_UPH_V8,UPH_V8,8,UP,UP,Home,Vegetation,Cage,POPRC,1.974,1.8,43.5,23.8,
2021,M_UPH_V8,UPH_V8,8,UP,UP,Home,Vegetation,Cage,MISC,2.056,1.9,43.8,22.8,
2021,S_UPH_V8,UPH_V8,8,UP,UP,Home,Vegetation,Cage,SORU,1.518,2.1,47,21.8,
2023,UPH_V8 SORU (Plant),UPH_V8,8,UP,UP,Home,Vegetation,Cage,SORU,3.042,2.5,45.6,18.1,
2021,UPS_H1,UPS_H1,1,UP,YF,South,Herbivore,Cage,SOIL,10.101,0.1,1.6,12.4,
2023,UPS_H1 SOIL,UPS_H1,1,UP,YF,South,Herbivore,Cage,SOIL,10.623,0.2,2.3,11.6,
2023,UPS_H1 LITTER (Plant),UPS_H1,1,UP,YF,South,Herbivore,Cage,LITTER,3.204,0.7,45.2,58.5,
2021,S_UPS_H1,UPS_H1,1,UP,YF,South,Herbivore,Cage,SORU,1.623,1.4,46.9,32.5,
2023,UPS_H1 POPRC (Plant),UPS_H1,1,UP,YF,South,Herbivore,Cage,POPRC,2.997,1.6,42.1,25.6,
2021,L_UPS_H1,UPS_H1,1,UP,YF,South,Herbivore,Cage,LITTER,1.831,1.9,42,21.7,
2021,P_UPS_H1,UPS_H1,1,UP,YF,South,Herbivore,Cage,POPRC,1.76,2.2,39.6,17.7,
2021,M_UPS_H1,UPS_H1,1,UP,YF,South,Herbivore,Cage,MISC,1.664,2.2,42.1,18.6,
2023,UPS_H1 MISC (Plant),UPS_H1,1,UP,YF,South,Herbivore,Cage,MISC,3.395,2.3,43.1,18.7,
2021,UPS_H2,UPS_H2,2,UP,YF,South,Herbivore,Cage,SOIL,10.64,0.1,2.1,11,
2023,UPS_H2 SOIL,UPS_H2,2,UP,YF,South,Herbivore,Cage,SOIL,10.203,0.2,2.8,11.7,
